idasso	identifiant	type	datedeclaration	lieu_declaration	cp	titre	ancien_titre	nouveau_titre	objet	nouvel_objet	additif_objet	themes	siege_social	web	email	dateparution	numparution	page_debut	page_fin
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38340	ACCRO ROCK. 			permettre au groupe Amalciam de se produire ou de participer à des festivals. 			5,11	72, rue de l'Herbe, 38340 Voreppe			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38500	AMICALE CINQUANTEHUITARD DU SERVICE DES TRAINS DE GRENOBLE 58 A.C.S.T. GE. 58. 			festivités courant année 2008. 			11	205, lotissement Les Jardins de La Buisse, 38500 La Buisse			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38660	R'N' GROOVE MUZIC. 			proposer l'initiation de la musique par le biais d'ateliers individuels ou d'ensemble ; ces animations ateliers seront principalement axées sur l'expression vocale et les percussions. 			5,11	852, Grande-Rue, 38660 Le Touvet		rngroovemusik@mac.com	25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38330	AUMÔNERIE DU MANIVAL. 			soutenir la présence d'une aumônerie de l'enseignement public au collège du Grésivaudan et pour cela transmettre aux élèves un enseignement catholique qui acompagne leur formation scolaire ; leur permettre de grandir humainement et spirituellement ; préparer ceux qui le souhaitent à recevoir les sacrements ; être partenaire du collège par une collaboration aux projets de l'établissement. 			5	maison paroissiale de Saint-Ismier, place de l'Eglise, 38330 Saint-Ismier			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38950	CHOISIR LA VIE - ISERE. 			défendre la vie humaine dès la conception et jusqu'à la mort naturelle, spécialement le droit à la vie des enfants avant leur naissance ; promouvoir la protection du droit à la vie, droit inhérent à tout être humain ; informer sur l'avortement et sur ses conséquences ; proposer des alternatives à l'avortement en accueillant et en aidant des femmes enceintes en difficulté à garder leur enfant ; faire évoluer la législation actuelle qui dépénalise et rembourse l'avortement. 			14,6	Aujardière, 38950 Quaix-en-Chartreuse		choisirlavie.isère@laposte.net	25/12/2004	20040052		
			12/11/2004	Déclaration à la sous-préfecture de Vienne. 	38270	LES AMIS DE LA RUE DE LA DEMOCRATIE. 			améliorer la qualité de vie pour les résidants de la rue de la Démocratie. 			6	244, rue de la Démocratie, 38270 Beaurepaire			25/12/2004	20040052	5802	
			17/11/2004	Déclaration à la sous-préfecture de Vienne. 	38790	BASS MOBIL 38 (SAINT-GEORGES-D'ESPERANCHE). 			personnaliser son véhicule, kits carrosserie, peinture personnalisée, jantes aluminium, décoration intérieure en cuir, vidéo/son. 			11,10	33, rue de l'Eglise, 38790 Saint-Georges-d'Espéranche			25/12/2004	20040052	5802	
			18/11/2004	Déclaration à la sous-préfecture de Vienne. 	38200	COMITE DES FETES DE CHUZELLES. 			organisation de fêtes, manifestations et animations au sein de la commune de Chuzelles ; investissement dans du matériel et gestion des biens dont elle a la charge. 			11	mairie, 38200 Chuzelles			25/12/2004	20040052	5802	
			18/11/2004	Déclaration à la sous-préfecture de Vienne. 	38150	FLEURS DE PEAU. 			sensibilisation, création et diffusion artistique sous toutes ses formes et auprès de tous publics. 			5,3,11	4, rue de l'Eglise, 38150 Bougé-Chambalud			25/12/2004	20040052	5802	
			19/11/2004	Déclaration à la sous-préfecture de Vienne. 	38150	TOUS EN COEUR. 			favoriser le développement de l'individu et un meilleur fonctionnement dans son environnement et ce par tous les moyens utiles et légaux : information, publication, conférence, conseil, stages, formation, cours particuliers et collectifs de méthodes éducatives, d'approches créatives, naturelles, culturelles et sportives ; organiser des manifestations ; apporter son soutien à ses membres en les mettant notamment en relation avec ceux qui sont en mesure, quel que soit leur statut, de leur apporter leur aide à la réalisation de leurs objectifs. 			14,11	impasse du Vieux-Puits, 38150 Roussillon			25/12/2004	20040052	5803	
			24/11/2004	Déclaration à la sous-préfecture de Vienne. 	38154	AMICALE DES PERSONNELS DU LYCEE DE L'EDIT DE ROUSSILLON. 			activités à l'occasion d'événements marquants (naissance, mariage, retraite) ; manifestations de convivialité (pot de rentrée, marches...). 			11,14	lycée de l'Edit, 24, avenue du Lycée, 38154 Roussillon Cedex			25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la sous-préfecture de Vienne. 	38260	YOLLANDE. 			création, production, accompagnement artistique, audiovisuel et multimédia. 			5,3	26, route de Montgontier, 38260 Gillonnay			25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la sous-préfecture de Vienne. 	38370	FULL POWER. 			faire connaître et promouvoir la pratique du sport motocycliste de vitesse sur circuit fermé. 			15,11	rue Le Chanet - Saint-Prim, 38370 Saint-Clair-du-Rhône			25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la préfecture de l'Isère. 	38700	ASSOCIATION GALA ETUDIANTS MEDECINE GRENOBLE. 			organisation du gala des étudiants en médecine de Grenoble. 			11	A.E.M.G., domaine de la Merci, 38700 La Tronche			25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la préfecture de l'Isère. 	38000	ALPESOLIDAIRES. 			déterminer les grandes orientations éditoriales du site internet : www.alpesolidaires.org dont elle est propriétaire du nom de domaine, veiller à un bon fonctionnement dans le respect des principes de la charte d'utilisation du site et contribuer au développement des contenus ; l'association n'a pas mention à être un organe de représentation des acteurs locaux de l'E.S.S. ; elle assure le pilotage du site internet qui est un outil au service de l'expression et de communication de tous les acteurs de l'E.S.S. locale ; l'association a également pour raison de faire évoluer et d'assurer la pérennité du site internet. 			10	maison des associations, 6, rue Berthe-de-Boissieux, 38000 Grenoble	http://www.alpesolidaires.org		25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la préfecture de l'Isère. 	38000	MURGENCES. 			regroupement d'étudiants de Grenoble, école de management, en vue de participer à la campagne pour l'élection du bureau des élèves. 			8	Grenoble, école de management, 12, rue Pierre-Semard, 38000 Grenoble	www.murgences.com		25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la préfecture de l'Isère. 	38000	PING KONG. 			liste bureau des élèves (B.D.E.), regroupement d'élèves pour participer à la campagne pour avoir le B.D.E. 			8	Grenoble école de management, 12, rue Pierre-Semard, 38000 Grenoble			25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la préfecture de l'Isère. 	38650	LA FRATERNELLE. 			assistance et secours à des personnes de tous âges dont l'autonomie est fragilisée par l'état de santé ; assistance aux familles dans leur deuil ; organisation du transport du défunt de sa maison au cimetière ou à l'église et de l'église au cimetière. 			14	mairie, 38650 Saint-Martin-de-la-Cluze		mairie.amdlc@wanado.fr	25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la préfecture de l'Isère. 	38000	SCARFESS'. 			organisation de la vie étudiante du groupe école de management de Grenoble. 			8	2-4, rue Pierre-Sémard, appartement B 006, 38000 Grenoble	http://www.scarfess.assoces.com	bertrand.dufresne@grenoble-em.com	25/12/2004	20040052	5803	
			26/11/2004	Déclaration à la préfecture de l'Isère. 	38000	EDITIONS L'OR DES FOUS. 			penser le livre comme acte de création et éditer en français et en persan des livres de littérature et de sciences humaines et sociales. 			5	10, rue Humbert-II, 38000 Grenoble			25/12/2004	20040052	5803	
			29/11/2004	Déclaration à la préfecture de l'Isère. 	38330	PLAN SEQUENCE. 			produire et réaliser des oeuvres audiovisuelles artistiques, culturelles, éducatives et informatives dans le cadre institutionnel et privé ; intervenir dans le champ de la création audiovisuelle et cinématographique par l'animation d'ateliers d'expression artistique ainsique des actions de sensibilisation et de formation ; diffuser des oeuvres audiovisuelles. 			5	285, chemin du Piat, Les Rivoulets, 38330 Saint-Nazaire-les-Eymes			25/12/2004	20040052	5803	
			29/11/2004	Déclaration à la préfecture de l'Isère. 	38000	SMART'TIZZ. 			représentation des étudiants de Grenoble, école de management vis-à-vis de l'administration et des entreprises ; organisation d'animations au sein de l'école. 			14,11,8	2-4, rue Pierre-Semard, Les Estudines, appartement A 805, 38000 Grenoble			25/12/2004	20040052	5803	
			29/11/2004	Déclaration à la sous-préfecture de La Tour-du-Pin. 	38490	THAISLENDA. 			association musicale pour la promotion du groupe techno-trance « Thaislenda » enregistré sous le label « Thaislenda Records » afin de faire participer le groupe à des concerts pour permettre une meilleure communication, pour fidéliser aussi des adeptes de musique électronique. 			5,10	732, route des Abrets, 38490 Fitilieu		thaislenda@aol.com	25/12/2004	20040052	5803	
			30/11/2004	Déclaration à la sous-préfecture de Vienne. 	38150	CLUB DES POETES. 			écrire, dire et promouvoir la poésie. 			5,11	5, résidence des Moulins, 38150 Roussillon			25/12/2004	20040052	5803	
			30/11/2004	Déclaration à la sous-préfecture du Blanc. 	38217	RESEAU D'ENTREPRISES POUR LA MAINTENANCE INDUSTRIELLE RHONE-ALPES (R.E.M.I. RHONE-ALPES). 			mise en place et gestion d'un réseau d'entreprises de maintenance industrielle intervenant dans les secteurs d'activité à processus continu (chimie, pétrochimie et tous autres secteurs afférents). 			7,10	chambre de commerce et d'industrie Nord-Isère, 2, place Saint-Pierre, B.P. 209, 38217 Vienne Cedex			25/12/2004	20040052	5803	
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38500		L'AVENIR.	ASSOCIATION SPORTIVE LYCEE EDOUARD-HERRIOT. 		organiser et développer, en prolongement de l'éducation physique et sportive, la pratique des activités physiques, sportives et artistiques. 		5,11,15	collège moderne de jeunes filles, 38500 Voiron		ce.0380091t@ac-grenoble.fr	25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38000	UN EURO NE FAIT PAS LE PRINTEMPS. 						99	20, avenue Cité-Labeye, 38400 Saint-Martin-d'Hères			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38000		ASSOCIATION DES AMIS DU MASTERE SPECIALISE ENTREPRENEURS DE GEM.	LES AMIS DU MASTERE SPECIALISE ENTREPRENEURS DE GRENOBLE. 				99	5, place Robert-Schumann, World Trade Center, 38000 Grenoble			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38220	S.O.S. ENFANTS DU MALI ENFANTS DU BURKINA AFRICA ORGANISATION ASSOCIATION O.N.G. 						99	le chalet des Barandons, 43400 Chambon-sur-Lignon			25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38350	JARDIN DE PLUMES. 						99	55, cité Le Pruney, 38420 Le Versoud			25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38100		GROUPE DE L'ISERE DES AMIS DE LA TERRE.	LES AMIS DE LA TERRE ISERE. 				99	maison de la nature et de l'environnement de l'Isère, 5, place Bir-Hakeim, 38100 Grenoble	www.amisdelaterre.org	isere@amisdelaterre.org	25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38100		REVUE DE GEOGRAPHIE ALPINE.	ASSOCIATION POUR LA DIFFUSION DE LA RECHERCHE ALPINE. 				99	Institut de géographie alpine, 14 bis, avenue M.-Reynord, 38100 Grenoble	http://www.iga.ujf.grenoble.fr/rga	iga-rga@ujf-grenoble.fr	25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38000	LA PROCHAINE C'EST LA BONNE. 						99	16, rue du Pont-Noir, 38120 Saint-Egrève			25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38000	ASSOCIATION JACQUES LAMOURE. 						99	33, rue Emile-Zola, 38100 Grenoble			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38350	ASSOCIATION DEFENSE ET AVENIR DU PEYCHAGNARD. 						99	Le Peychagnard, 38350 Susville			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38114		SYNDICAT D'INITIATIVE OFFICE DU TOURISME VILLARD GEST'ACCUEIL ASSOCIATION DE PROMOTION D'ACCUEIL D'ANIMATION DE VILLARD-RECULAS ET DE GESTION DU VILLAGE DE GITES ECLATES DE VILLARD-RECULAS.	SYNDICAT D'INITIATIVE OFFICE DE TOURISME VILLARD GEST'ACCUEIL ASSOCIATION DE PROMOTION, D'ACCUEIL, D'ANIMATION DE VILLARD-RECULAS ET DE GESTION DES GITES ET MEUBLES COMMUNAUX OU PRIVES DE VILLARD-RECULAS. 		l'office de tourisme peut être autorisé à commercialiser des prestations de services touristiques, sans les conditions prévues par la loi n° 92-645 du 16 juillet 1992 fixant les conditions d'exercice des activités relatives à l'organisation et à la vente de voyages ou de séjours. 		7,14	mairie, 38114 Villard-Reculas			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38760	MCP LES VAGABONS 38. 						99	snack-bar Let's Go, 24, rue de Stalingrad, 38800 Le Pont-de-Claix			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38500		ASSOCIATION DES PARENTS D'ELEVES DE CRIEL.	LE SOU DES ECOLES DE CRIEL. 				8,14	groupe scolaire de Criel, 28, rue de Criel, 38500 Voiron			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38000		ASSOCIATION TAO-ARTS VIVANTS.	TAO-ARTS VIVANTS. 				5	38, rue de l'Abbé-Grégoire, 38000 Grenoble		tao@arts-vivants.com	25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38130	AMICALE LAIQUE D'ECHIROLLES HANDISPORT. 						14,15	2, rue Gabriel-Péri, 38130 Echirolles			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38340	FOI ET VIE. 						99	6, rue Bernard-Palissy, 69120 Vaulx-en-Velin			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38000	BICYCL'AIR. 						99	3, rue de Belledonne, 38400 Saint-Martin-d'Hères	http://www.bicyclair.free.fr	guehenneux@caramail.com	25/12/2004	20040052		
			23/11/2004	Déclaration à la sous-préfecture de Vienne. 	38200		COUPLE ENFANT FAMILLE.	AUX PLAISIRS DE L'EAU. 		s'intéresser à l'activité d'éveil et de loisirs en milieu aquatique des enfants et des adultes ; être pour tous ses adhérents un carrefour où ils peuvent se rencontrer, dialoguer et s'entraider, également s'affirmer comme personne libre et responsable. 		11	mairie, place de la Mairie, 38138 Les Côtes-d'Arey			25/12/2004	20040052	5804	
			24/11/2004	Déclaration à la sous-préfecture de La Tour-du-Pin. 	38230	PASSION PONY-GAMES. 						99	maison du citoyen, 14, rue des Quatre-Buissons, 38230 Tignieu-Jameyzieu			25/12/2004	20040052	5804	
			25/11/2004	Déclaration à la sous-préfecture de La Tour-du-Pin. 	38110		ANIMATION.FR.	PLANET'PROD. 				99	6, rue des Grimaudières, 38110 Rochetoirin			25/12/2004	20040052	5804	
			25/11/2004	Déclaration à la sous-préfecture de Vienne. 	38230	SIDE-CAR-CLUB LES TROLLS. 						11	60, avenue Général-Leclerc, 69140 Rillieux-la-Pape			25/12/2004	20040052	5804	
			29/11/2004	Déclaration à la préfecture de l'Isère. 	38560		ASSOCIATION DES AGRICULTEURS DU PLATEAU.	ASSOCIATION DES AGRICULTEURS DE LA COMMUNAUTE DE COMMUNES DU SUD GRENOBLOIS. 				99	mairie, 38560 Jarrie			25/12/2004	20040052	5804	
			29/11/2004	Déclaration à la préfecture de l'Isère. 	38114	COMITE DES FETES DE VAUJARY (VAUJANY'M). 						11	Vaujany'm, la Sagne, 38114 Vaujany			25/12/2004	20040052	5804	
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38800	ASSOCIATION DES HABITANTS DU QUARTIER DU CANTON. 						14,6	9, avenue des 120-Toises, 38800 Le Pont-de-Claix			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38000	CLUB HORIZON GENERALISTE ET RECHERCHE MEDICALE. 						10,13,14	20, quai Xavier-Jouvin, 38000 Grenoble			25/12/2004	20040052		
